Lat,Lon,Time,Line,Brigade
52.0834015,21.0353356,2024-02-23 20:32:21,L12,782
51.9595293,21.0338116,2024-02-23 23:23:33,L12,684
52.0835466,21.0350591,2024-02-23 18:35:38,L13,03
52.0831908,21.0334061,2024-02-23 22:25:00,L19,02
52.196537,20.922031,2024-02-23 22:51:39,249,2
52.2124724,20.9532949,2024-02-23 23:33:24,N01,4
52.197495,20.919962,2024-02-23 23:33:18,154,2
52.196377,20.922464,2024-02-23 21:44:41,255,1
52.196938,20.920231,2024-02-23 21:35:02,122,679
52.2877397,20.9359519,2024-02-23 23:33:24,N44,2
52.196594,20.921597,2024-02-23 21:54:03,249,676
52.249504,20.840918,2024-02-23 23:33:23,729,1
52.1968911,20.9211495,2024-02-23 17:06:14,178,5
52.2558757,20.9698386,2024-02-23 23:33:24,N91,283
52.196541,20.921707,2024-02-23 22:43:07,178,1
52.19669,20.92111,2024-02-23 23:20:01,129,1
52.1967616,20.9208119,2024-02-23 22:13:17,249,678
52.2469237,20.9113727,2024-02-23 23:33:24,122,2
52.197044,20.919203,2024-02-23 23:29:11,178,3
52.1964941,20.9220305,2024-02-23 23:33:24,154,4
52.196411,20.922203,2024-02-23 22:43:42,178,5
52.197224,20.91959,2024-02-23 20:35:44,122,9
52.1934139,20.9091084,2024-02-23 23:33:25,178,6
52.1966737,20.9211767,2024-02-23 23:33:25,122,7
52.196568,20.921843,2024-02-23 23:33:22,197,5
52.274254,20.801567,2024-02-23 23:33:25,714,1
52.2289092,20.9141542,2024-02-23 23:33:25,122,9
52.196655,20.918484,2024-02-23 22:14:36,178,6
52.2293874,21.0040286,2024-02-23 23:33:24,N95,193
52.196899,20.920458,2024-02-23 20:56:08,207,06
52.229343,21.002764,2024-02-23 23:33:25,N44,1
52.196934,20.920399,2024-02-23 20:52:44,729,02
52.1967069,20.9201146,2024-02-23 22:05:40,714,04
52.196779,20.920586,2024-02-23 23:33:23,207,05
52.196377,20.922398,2024-02-23 18:37:57,178,011
52.1967827,20.920865,2024-02-23 23:33:24,197,1
52.213745,20.690128,2024-02-21 10:49:46,178,011
52.19672,20.921001,2024-02-23 23:33:24,178,7
52.196743,20.920826,2024-02-23 23:10:20,122,4
52.2389492,20.9004007,2024-02-23 23:33:25,N45,295
52.19659,20.921663,2024-02-23 22:48:27,154,1
52.2353159,21.0795012,2024-02-23 23:33:24,N25,194
52.2302854,20.9829701,2024-02-23 23:33:24,178,2
52.196522,20.921932,2024-02-23 23:00:02,714,2
52.196426,20.922192,2024-02-23 19:31:59,149,04
52.1998387,20.8928384,2024-02-23 23:33:22,207,4
52.196957,20.920193,2024-02-23 21:38:38,255,1
52.2367016,20.9141107,2024-02-23 23:33:25,N01,1
52.19698,20.920136,2024-02-23 21:47:10,122,679
52.196844,20.9205489,2024-02-23 23:33:14,255,2
52.196751,20.921007,2024-02-23 23:10:52,207,3
52.2220111,20.9363719,2024-02-23 23:33:24,255,3
52.196499,20.922079,2024-02-23 20:46:54,178,4
52.2341402,21.117682,2024-02-23 15:41:44,119,3
52.233154,21.116873,2024-02-23 19:48:34,319,07
52.233264,21.1175125,2024-02-23 22:25:43,702,1
52.232864,21.117433,2024-02-23 10:02:51,147,4
